l_ear,l_forehead,r_forehead,r_ear,ch5,ch6 
820.3663003663004,814.3223443223443,851.3919413919414,836.0805860805862,nan,nan
823.992673992674,815.1282051282052,852.1978021978023,846.959706959707,nan,nan
829.6336996336996,816.3369963369963,857.4358974358975,846.1538461538462,nan,nan
820.7692307692308,816.3369963369963,853.4065934065934,837.6923076923077,nan,nan
825.6043956043957,819.1575091575091,851.3919413919414,845.3479853479854,nan,nan
827.6190476190476,818.7545787545788,852.6007326007326,838.901098901099,nan,nan
826.007326007326,818.3516483516484,853.4065934065934,834.0659340659341,nan,nan
822.7838827838829,819.96336996337,851.3919413919414,830.0366300366301,nan,nan
813.5164835164835,821.5750915750916,850.989010989011,830.4395604395604,nan,nan
809.0842490842491,816.3369963369963,853.0036630036631,830.8424908424909,nan,nan
808.2783882783883,815.1282051282052,855.4212454212454,827.6190476190476,nan,nan
813.919413919414,813.919413919414,853.4065934065934,834.4688644688645,nan,nan
808.2783882783883,811.9047619047619,850.989010989011,831.2454212454213,nan,nan
809.0842490842491,813.5164835164835,848.974358974359,824.7985347985348,nan,nan
818.7545787545788,814.3223443223443,850.5860805860806,821.5750915750916,nan,nan
818.7545787545788,811.0989010989011,853.4065934065934,814.3223443223443,nan,nan
813.5164835164835,820.3663003663004,852.1978021978023,832.4542124542124,nan,nan
819.96336996337,819.1575091575091,853.0036630036631,842.5274725274726,nan,nan
819.1575091575091,821.1721611721612,850.1831501831502,837.6923076923077,nan,nan
817.948717948718,816.7399267399268,854.2124542124542,841.3186813186813,nan,nan
831.6483516483516,820.3663003663004,854.6153846153846,844.5421245421246,nan,nan
830.4395604395604,821.5750915750916,854.6153846153846,844.1391941391942,nan,nan
824.7985347985348,823.992673992674,852.6007326007326,836.886446886447,nan,nan
823.1868131868132,821.5750915750916,850.1831501831502,840.5128205128206,nan,nan
826.007326007326,822.3809523809524,851.3919413919414,843.7362637362637,nan,nan
827.2161172161173,819.5604395604396,851.3919413919414,841.7216117216118,nan,nan
823.5897435897436,817.948717948718,848.5714285714286,851.3919413919414,nan,nan
831.2454212454213,820.3663003663004,850.5860805860806,847.3626373626374,nan,nan
836.0805860805862,821.5750915750916,848.5714285714286,839.7069597069598,nan,nan
828.021978021978,820.3663003663004,846.959706959707,835.2747252747253,nan,nan
819.96336996337,816.3369963369963,851.3919413919414,831.2454212454213,nan,nan
817.5457875457876,813.5164835164835,850.1831501831502,839.7069597069598,nan,nan
813.5164835164835,812.7106227106227,851.7948717948718,835.2747252747253,nan,nan
816.3369963369963,815.5311355311355,848.5714285714286,826.8131868131868,nan,nan
819.5604395604396,819.96336996337,848.974358974359,834.0659340659341,nan,nan
821.978021978022,818.3516483516484,850.1831501831502,828.4249084249085,nan,nan
822.7838827838829,817.948717948718,850.989010989011,833.2600732600733,nan,nan
820.3663003663004,813.5164835164835,848.1684981684982,839.7069597069598,nan,nan
819.5604395604396,815.1282051282052,847.3626373626374,835.2747252747253,nan,nan
819.96336996337,816.3369963369963,849.3772893772895,834.4688644688645,nan,nan
820.3663003663004,815.1282051282052,852.6007326007326,852.6007326007326,nan,nan
821.978021978022,817.948717948718,850.5860805860806,840.1098901098901,nan,nan
821.1721611721612,818.3516483516484,848.5714285714286,842.5274725274726,nan,nan
820.3663003663004,816.7399267399268,849.7802197802198,837.2893772893773,nan,nan
818.7545787545788,815.1282051282052,850.5860805860806,832.8571428571429,nan,nan
814.7252747252747,813.919413919414,848.974358974359,839.3040293040293,nan,nan
809.8901098901099,813.5164835164835,845.3479853479854,839.3040293040293,nan,nan
810.2930402930403,811.9047619047619,847.3626373626374,839.3040293040293,nan,nan
799.8168498168499,812.3076923076924,848.1684981684982,825.2014652014652,nan,nan
806.6666666666667,813.5164835164835,846.959706959707,832.8571428571429,nan,nan
823.1868131868132,815.1282051282052,846.1538461538462,828.021978021978,nan,nan
812.3076923076924,813.919413919414,848.1684981684982,837.2893772893773,nan,nan
803.4432234432235,813.1135531135532,849.7802197802198,842.9304029304029,nan,nan
807.4725274725275,814.3223443223443,848.974358974359,840.5128205128206,nan,nan
806.2637362637363,815.1282051282052,846.959706959707,832.4542124542124,nan,nan
799.0109890109891,815.1282051282052,846.5567765567765,837.6923076923077,nan,nan
801.025641025641,811.0989010989011,850.5860805860806,842.5274725274726,nan,nan
810.2930402930403,813.1135531135532,852.1978021978023,832.4542124542124,nan,nan
814.7252747252747,815.934065934066,849.7802197802198,830.4395604395604,nan,nan
812.3076923076924,813.919413919414,848.974358974359,831.6483516483516,nan,nan
817.948717948718,811.5018315018315,850.1831501831502,832.8571428571429,nan,nan
820.7692307692308,813.1135531135532,853.0036630036631,840.1098901098901,nan,nan
813.5164835164835,815.1282051282052,853.8095238095239,845.3479853479854,nan,nan
812.7106227106227,815.5311355311355,850.5860805860806,847.7655677655678,nan,nan
812.7106227106227,817.1428571428571,849.3772893772895,841.7216117216118,nan,nan
816.7399267399268,817.948717948718,847.7655677655678,844.1391941391942,nan,nan
817.1428571428571,815.5311355311355,847.3626373626374,849.3772893772895,nan,nan
816.7399267399268,820.7692307692308,844.945054945055,836.886446886447,nan,nan
821.5750915750916,818.3516483516484,849.7802197802198,829.2307692307693,nan,nan
819.96336996337,819.1575091575091,846.5567765567765,824.7985347985348,nan,nan
817.5457875457876,818.7545787545788,847.3626373626374,827.2161172161173,nan,nan
819.1575091575091,816.3369963369963,849.7802197802198,830.8424908424909,nan,nan
821.1721611721612,819.96336996337,848.974358974359,831.2454212454213,nan,nan
817.1428571428571,818.7545787545788,848.5714285714286,831.2454212454213,nan,nan
813.919413919414,817.5457875457876,848.1684981684982,837.6923076923077,nan,nan
823.1868131868132,815.934065934066,848.5714285714286,840.1098901098901,nan,nan
827.6190476190476,814.7252747252747,849.3772893772895,826.8131868131868,nan,nan
818.3516483516484,813.1135531135532,855.0183150183151,851.3919413919414,nan,nan
815.934065934066,813.919413919414,851.7948717948718,855.0183150183151,nan,nan
815.5311355311355,813.5164835164835,850.989010989011,851.7948717948718,nan,nan
813.919413919414,814.3223443223443,853.0036630036631,857.4358974358975,nan,nan
819.1575091575091,817.948717948718,853.4065934065934,842.1245421245421,nan,nan
812.7106227106227,818.3516483516484,853.8095238095239,841.3186813186813,nan,nan
817.948717948718,816.3369963369963,851.7948717948718,840.9157509157509,nan,nan
818.7545787545788,812.7106227106227,845.3479853479854,836.0805860805862,nan,nan
816.7399267399268,815.5311355311355,844.5421245421246,837.2893772893773,nan,nan
815.1282051282052,819.96336996337,845.3479853479854,831.6483516483516,nan,nan
808.6813186813187,815.1282051282052,844.1391941391942,859.4505494505495,nan,nan
818.7545787545788,815.1282051282052,850.989010989011,853.0036630036631,nan,nan
817.1428571428571,818.7545787545788,847.3626373626374,844.5421245421246,nan,nan
814.3223443223443,819.96336996337,847.3626373626374,833.2600732600733,nan,nan
813.919413919414,819.5604395604396,845.3479853479854,836.4835164835165,nan,nan
813.5164835164835,817.1428571428571,845.7509157509157,841.7216117216118,nan,nan
812.3076923076924,816.7399267399268,849.3772893772895,830.0366300366301,nan,nan
813.1135531135532,815.934065934066,850.1831501831502,827.2161172161173,nan,nan
812.3076923076924,814.3223443223443,850.1831501831502,835.2747252747253,nan,nan
821.5750915750916,813.919413919414,852.1978021978023,840.5128205128206,nan,nan
814.3223443223443,815.1282051282052,849.3772893772895,839.3040293040293,nan,nan
817.5457875457876,819.1575091575091,848.974358974359,831.6483516483516,nan,nan
818.3516483516484,819.1575091575091,846.1538461538462,838.0952380952381,nan,nan
823.992673992674,820.7692307692308,846.1538461538462,839.7069597069598,nan,nan
817.948717948718,823.1868131868132,844.5421245421246,838.4981684981685,nan,nan
814.3223443223443,822.3809523809524,849.7802197802198,842.5274725274726,nan,nan
814.7252747252747,823.5897435897436,851.3919413919414,834.0659340659341,nan,nan
819.1575091575091,819.1575091575091,846.5567765567765,833.6630036630037,nan,nan
818.7545787545788,816.3369963369963,848.5714285714286,834.4688644688645,nan,nan
818.7545787545788,816.3369963369963,842.9304029304029,829.6336996336996,nan,nan
817.948717948718,818.3516483516484,842.5274725274726,836.886446886447,nan,nan
819.5604395604396,821.978021978022,845.3479853479854,841.3186813186813,nan,nan
819.1575091575091,819.5604395604396,843.7362637362637,830.4395604395604,nan,nan
809.4871794871796,818.3516483516484,841.3186813186813,824.3956043956044,nan,nan
814.3223443223443,822.3809523809524,846.5567765567765,826.8131868131868,nan,nan
812.3076923076924,814.3223443223443,849.7802197802198,839.3040293040293,nan,nan
815.5311355311355,817.5457875457876,846.5567765567765,844.1391941391942,nan,nan
816.3369963369963,819.96336996337,846.959706959707,838.901098901099,nan,nan
817.948717948718,818.3516483516484,845.3479853479854,836.886446886447,nan,nan
819.5604395604396,817.1428571428571,846.5567765567765,832.4542124542124,nan,nan
818.7545787545788,819.1575091575091,847.3626373626374,833.2600732600733,nan,nan
818.3516483516484,818.3516483516484,850.1831501831502,841.7216117216118,nan,nan
823.5897435897436,814.3223443223443,850.5860805860806,836.0805860805862,nan,nan
818.7545787545788,814.7252747252747,847.7655677655678,827.2161172161173,nan,nan
814.3223443223443,816.7399267399268,848.5714285714286,835.2747252747253,nan,nan
818.3516483516484,813.5164835164835,847.3626373626374,837.6923076923077,nan,nan
818.7545787545788,812.7106227106227,849.3772893772895,828.4249084249085,nan,nan
824.7985347985348,816.7399267399268,850.989010989011,827.6190476190476,nan,nan
821.978021978022,817.1428571428571,847.3626373626374,830.8424908424909,nan,nan
807.0695970695971,811.9047619047619,845.7509157509157,832.0512820512821,nan,nan
823.992673992674,818.7545787545788,850.5860805860806,855.8241758241759,nan,nan
818.3516483516484,818.7545787545788,848.5714285714286,850.989010989011,nan,nan
819.5604395604396,817.5457875457876,848.1684981684982,852.6007326007326,nan,nan
816.3369963369963,817.5457875457876,848.5714285714286,856.2271062271062,nan,nan
812.7106227106227,816.3369963369963,845.3479853479854,854.6153846153846,nan,nan
811.0989010989011,813.919413919414,846.1538461538462,847.3626373626374,nan,nan
809.0842490842491,814.7252747252747,847.3626373626374,844.945054945055,nan,nan
805.8608058608058,815.934065934066,848.974358974359,847.7655677655678,nan,nan
823.1868131868132,816.3369963369963,853.4065934065934,852.1978021978023,nan,nan
830.0366300366301,820.7692307692308,850.1831501831502,848.5714285714286,nan,nan
819.96336996337,821.978021978022,850.1831501831502,839.3040293040293,nan,nan
817.5457875457876,820.7692307692308,849.3772893772895,839.7069597069598,nan,nan
815.934065934066,816.3369963369963,848.1684981684982,831.6483516483516,nan,nan
812.7106227106227,817.1428571428571,849.7802197802198,821.978021978022,nan,nan
814.7252747252747,815.934065934066,850.1831501831502,819.1575091575091,nan,nan
814.7252747252747,820.3663003663004,853.4065934065934,818.3516483516484,nan,nan
819.96336996337,817.1428571428571,848.5714285714286,823.1868131868132,nan,nan
816.7399267399268,817.948717948718,847.7655677655678,832.8571428571429,nan,nan
816.7399267399268,819.96336996337,848.1684981684982,828.8278388278388,nan,nan
823.5897435897436,823.5897435897436,845.3479853479854,824.7985347985348,nan,nan
833.6630036630037,822.7838827838829,848.1684981684982,827.6190476190476,nan,nan
833.2600732600733,823.5897435897436,851.7948717948718,833.2600732600733,nan,nan
817.1428571428571,823.992673992674,849.7802197802198,838.0952380952381,nan,nan
818.7545787545788,822.3809523809524,852.1978021978023,821.978021978022,nan,nan
825.6043956043957,818.7545787545788,850.989010989011,814.7252747252747,nan,nan
822.3809523809524,818.7545787545788,845.7509157509157,824.3956043956044,nan,nan
819.5604395604396,819.96336996337,846.1538461538462,830.4395604395604,nan,nan
817.5457875457876,817.5457875457876,846.1538461538462,818.7545787545788,nan,nan
819.1575091575091,820.7692307692308,846.5567765567765,821.5750915750916,nan,nan
822.3809523809524,821.978021978022,848.5714285714286,838.901098901099,nan,nan
815.934065934066,817.5457875457876,846.959706959707,834.4688644688645,nan,nan
812.7106227106227,819.5604395604396,844.945054945055,825.2014652014652,nan,nan
814.3223443223443,821.5750915750916,848.974358974359,828.8278388278388,nan,nan
812.3076923076924,822.7838827838829,854.6153846153846,851.3919413919414,nan,nan
812.3076923076924,826.007326007326,851.3919413919414,844.5421245421246,nan,nan
819.96336996337,821.1721611721612,850.1831501831502,844.945054945055,nan,nan
829.6336996336996,819.5604395604396,850.1831501831502,838.901098901099,nan,nan
801.4285714285714,815.5311355311355,847.3626373626374,838.4981684981685,nan,nan
807.4725274725275,816.7399267399268,849.3772893772895,837.6923076923077,nan,nan
813.1135531135532,820.3663003663004,844.945054945055,841.7216117216118,nan,nan
812.3076923076924,816.3369963369963,847.7655677655678,831.6483516483516,nan,nan
821.978021978022,815.934065934066,845.3479853479854,852.6007326007326,nan,nan
819.1575091575091,817.1428571428571,846.959706959707,842.5274725274726,nan,nan
814.3223443223443,821.5750915750916,845.3479853479854,842.5274725274726,nan,nan
816.3369963369963,821.978021978022,848.1684981684982,840.1098901098901,nan,nan
817.948717948718,819.1575091575091,846.959706959707,852.1978021978023,nan,nan
829.2307692307693,820.3663003663004,846.959706959707,848.5714285714286,nan,nan
824.3956043956044,821.1721611721612,848.1684981684982,844.945054945055,nan,nan
824.3956043956044,820.7692307692308,845.7509157509157,843.7362637362637,nan,nan
823.992673992674,817.1428571428571,847.3626373626374,851.7948717948718,nan,nan
828.021978021978,818.3516483516484,850.1831501831502,862.6739926739926,nan,nan
828.021978021978,818.3516483516484,850.989010989011,858.6446886446887,nan,nan
823.992673992674,818.3516483516484,852.6007326007326,848.5714285714286,nan,nan
832.0512820512821,815.1282051282052,855.8241758241759,857.032967032967,nan,nan
811.9047619047619,814.3223443223443,850.5860805860806,858.6446886446887,nan,nan
813.919413919414,814.3223443223443,852.1978021978023,841.7216117216118,nan,nan
823.992673992674,811.9047619047619,855.4212454212454,834.4688644688645,nan,nan
823.992673992674,811.5018315018315,850.5860805860806,821.1721611721612,nan,nan
829.6336996336996,814.7252747252747,849.3772893772895,826.007326007326,nan,nan
840.5128205128206,819.1575091575091,850.989010989011,816.7399267399268,nan,nan
836.886446886447,819.5604395604396,852.1978021978023,828.021978021978,nan,nan
830.4395604395604,821.1721611721612,851.7948717948718,844.945054945055,nan,nan
835.2747252747253,823.1868131868132,852.6007326007326,842.5274725274726,nan,nan
832.4542124542124,821.978021978022,853.8095238095239,840.9157509157509,nan,nan
830.8424908424909,822.7838827838829,853.4065934065934,845.3479853479854,nan,nan
832.0512820512821,820.7692307692308,852.1978021978023,847.3626373626374,nan,nan
830.0366300366301,818.7545787545788,854.2124542124542,855.8241758241759,nan,nan
829.2307692307693,821.5750915750916,852.6007326007326,855.4212454212454,nan,nan
825.2014652014652,822.7838827838829,848.5714285714286,840.9157509157509,nan,nan
821.5750915750916,822.7838827838829,848.974358974359,847.3626373626374,nan,nan
818.3516483516484,823.1868131868132,848.5714285714286,848.5714285714286,nan,nan
815.5311355311355,823.992673992674,850.5860805860806,846.5567765567765,nan,nan
826.007326007326,821.1721611721612,849.7802197802198,853.0036630036631,nan,nan
826.4102564102565,821.5750915750916,846.959706959707,853.8095238095239,nan,nan
812.3076923076924,821.1721611721612,848.1684981684982,854.2124542124542,nan,nan
811.0989010989011,816.7399267399268,850.5860805860806,859.047619047619,nan,nan
810.2930402930403,814.7252747252747,848.5714285714286,850.1831501831502,nan,nan
811.9047619047619,819.5604395604396,849.3772893772895,852.6007326007326,nan,nan
818.7545787545788,821.978021978022,855.8241758241759,850.1831501831502,nan,nan
814.3223443223443,820.3663003663004,854.6153846153846,847.7655677655678,nan,nan
816.7399267399268,820.7692307692308,852.6007326007326,843.3333333333334,nan,nan
820.3663003663004,821.1721611721612,853.4065934065934,851.3919413919414,nan,nan
813.1135531135532,818.7545787545788,855.4212454212454,850.1831501831502,nan,nan
816.3369963369963,817.5457875457876,854.2124542124542,843.7362637362637,nan,nan
822.3809523809524,816.3369963369963,850.1831501831502,848.5714285714286,nan,nan
812.3076923076924,818.3516483516484,851.7948717948718,855.4212454212454,nan,nan
811.5018315018315,818.7545787545788,850.989010989011,848.974358974359,nan,nan
813.1135531135532,818.3516483516484,855.4212454212454,852.6007326007326,nan,nan
825.6043956043957,817.1428571428571,851.7948717948718,851.7948717948718,nan,nan
825.6043956043957,818.3516483516484,853.4065934065934,847.7655677655678,nan,nan
825.6043956043957,818.7545787545788,852.1978021978023,844.5421245421246,nan,nan
822.3809523809524,817.5457875457876,849.7802197802198,848.974358974359,nan,nan
822.3809523809524,817.948717948718,850.1831501831502,849.7802197802198,nan,nan
826.4102564102565,818.3516483516484,851.7948717948718,848.5714285714286,nan,nan
841.3186813186813,818.7545787545788,848.974358974359,851.7948717948718,nan,nan
821.5750915750916,819.5604395604396,850.1831501831502,842.9304029304029,nan,nan
820.3663003663004,818.7545787545788,848.974358974359,845.3479853479854,nan,nan
816.3369963369963,815.1282051282052,848.5714285714286,844.5421245421246,nan,nan
809.8901098901099,818.3516483516484,848.5714285714286,850.989010989011,nan,nan
798.2051282051282,813.1135531135532,846.1538461538462,834.0659340659341,nan,nan
820.3663003663004,817.5457875457876,846.5567765567765,816.7399267399268,nan,nan
809.8901098901099,817.5457875457876,847.3626373626374,819.1575091575091,nan,nan
815.934065934066,819.96336996337,848.5714285714286,829.6336996336996,nan,nan
823.1868131868132,820.3663003663004,849.7802197802198,838.901098901099,nan,nan
826.007326007326,819.5604395604396,849.3772893772895,837.6923076923077,nan,nan
823.1868131868132,821.978021978022,852.6007326007326,840.1098901098901,nan,nan
835.6776556776557,823.5897435897436,854.6153846153846,848.5714285714286,nan,nan
839.3040293040293,820.3663003663004,850.5860805860806,859.8534798534798,nan,nan
830.4395604395604,819.1575091575091,850.989010989011,860.2564102564103,nan,nan
823.1868131868132,819.5604395604396,849.7802197802198,862.6739926739926,nan,nan
821.5750915750916,817.948717948718,848.5714285714286,863.0769230769231,nan,nan
823.1868131868132,817.5457875457876,851.3919413919414,863.8827838827839,nan,nan
817.948717948718,823.5897435897436,850.989010989011,853.0036630036631,nan,nan
821.5750915750916,821.978021978022,850.5860805860806,853.4065934065934,nan,nan
823.1868131868132,820.7692307692308,851.3919413919414,854.6153846153846,nan,nan
819.5604395604396,824.7985347985348,851.7948717948718,857.8388278388279,nan,nan
822.3809523809524,824.7985347985348,848.5714285714286,845.3479853479854,nan,nan
823.1868131868132,819.96336996337,844.5421245421246,846.1538461538462,nan,nan
821.1721611721612,820.7692307692308,846.959706959707,857.8388278388279,nan,nan
821.978021978022,819.5604395604396,848.974358974359,849.7802197802198,nan,nan
804.2490842490843,815.1282051282052,846.5567765567765,827.6190476190476,nan,nan
807.4725274725275,818.7545787545788,842.9304029304029,830.8424908424909,nan,nan
812.3076923076924,821.978021978022,843.3333333333334,838.901098901099,nan,nan
813.919413919414,819.1575091575091,841.7216117216118,836.4835164835165,nan,nan
817.948717948718,821.5750915750916,843.3333333333334,844.1391941391942,nan,nan
822.3809523809524,817.5457875457876,845.3479853479854,843.3333333333334,nan,nan
821.5750915750916,817.5457875457876,853.4065934065934,850.5860805860806,nan,nan
820.7692307692308,820.7692307692308,854.6153846153846,846.5567765567765,nan,nan
815.1282051282052,818.3516483516484,853.4065934065934,853.0036630036631,nan,nan
815.5311355311355,813.1135531135532,851.7948717948718,850.989010989011,nan,nan
820.3663003663004,815.1282051282052,850.5860805860806,847.7655677655678,nan,nan
822.3809523809524,815.1282051282052,851.3919413919414,848.1684981684982,nan,nan
816.3369963369963,807.0695970695971,850.1831501831502,844.945054945055,nan,nan
817.5457875457876,818.3516483516484,846.5567765567765,842.9304029304029,nan,nan
814.7252747252747,815.934065934066,847.3626373626374,852.1978021978023,nan,nan
813.919413919414,813.919413919414,846.5567765567765,848.1684981684982,nan,nan
814.3223443223443,814.3223443223443,850.1831501831502,841.3186813186813,nan,nan
818.3516483516484,813.5164835164835,849.7802197802198,852.6007326007326,nan,nan
813.5164835164835,812.3076923076924,850.1831501831502,841.3186813186813,nan,nan
807.4725274725275,811.5018315018315,847.7655677655678,828.4249084249085,nan,nan
805.054945054945,812.7106227106227,842.9304029304029,828.8278388278388,nan,nan
805.8608058608058,813.5164835164835,844.5421245421246,833.2600732600733,nan,nan
823.1868131868132,812.3076923076924,851.7948717948718,833.6630036630037,nan,nan
812.3076923076924,812.3076923076924,851.3919413919414,837.6923076923077,nan,nan
816.7399267399268,813.919413919414,850.5860805860806,832.0512820512821,nan,nan
817.948717948718,814.7252747252747,852.6007326007326,844.945054945055,nan,nan
829.2307692307693,813.919413919414,854.6153846153846,847.3626373626374,nan,nan
836.4835164835165,814.3223443223443,853.0036630036631,846.1538461538462,nan,nan
835.2747252747253,818.3516483516484,850.5860805860806,851.3919413919414,nan,nan
829.6336996336996,821.978021978022,850.989010989011,860.6593406593407,nan,nan
823.992673992674,818.7545787545788,854.6153846153846,854.2124542124542,nan,nan
824.3956043956044,818.3516483516484,854.2124542124542,855.0183150183151,nan,nan
817.5457875457876,818.3516483516484,856.2271062271062,844.945054945055,nan,nan
821.978021978022,823.1868131868132,852.1978021978023,850.989010989011,nan,nan
819.96336996337,820.7692307692308,844.945054945055,858.2417582417582,nan,nan
819.1575091575091,820.7692307692308,846.1538461538462,851.3919413919414,nan,nan
816.3369963369963,821.5750915750916,845.7509157509157,838.901098901099,nan,nan
819.96336996337,824.3956043956044,847.3626373626374,862.6739926739926,nan,nan
821.5750915750916,821.5750915750916,847.7655677655678,839.3040293040293,nan,nan
821.5750915750916,817.5457875457876,846.959706959707,850.5860805860806,nan,nan
825.6043956043957,817.5457875457876,849.3772893772895,846.1538461538462,nan,nan
823.5897435897436,817.948717948718,849.3772893772895,849.7802197802198,nan,nan
832.8571428571429,819.1575091575091,851.3919413919414,862.2710622710623,nan,nan
828.8278388278388,818.7545787545788,850.5860805860806,856.6300366300367,nan,nan
821.978021978022,820.7692307692308,850.1831501831502,854.6153846153846,nan,nan
820.7692307692308,820.7692307692308,851.7948717948718,844.1391941391942,nan,nan
819.1575091575091,819.5604395604396,853.0036630036631,836.886446886447,nan,nan
820.3663003663004,819.96336996337,850.989010989011,838.0952380952381,nan,nan
818.3516483516484,818.3516483516484,849.3772893772895,837.6923076923077,nan,nan
817.5457875457876,817.1428571428571,848.974358974359,841.7216117216118,nan,nan
820.3663003663004,817.1428571428571,847.7655677655678,844.945054945055,nan,nan
820.3663003663004,816.3369963369963,847.7655677655678,850.1831501831502,nan,nan
821.5750915750916,821.5750915750916,852.1978021978023,850.5860805860806,nan,nan
815.934065934066,821.1721611721612,853.4065934065934,843.3333333333334,nan,nan
823.1868131868132,817.1428571428571,853.4065934065934,844.5421245421246,nan,nan
823.1868131868132,816.7399267399268,852.6007326007326,848.974358974359,nan,nan
820.7692307692308,817.5457875457876,850.5860805860806,842.9304029304029,nan,nan
815.934065934066,819.96336996337,850.1831501831502,839.7069597069598,nan,nan
815.5311355311355,820.7692307692308,849.3772893772895,824.3956043956044,nan,nan
819.1575091575091,822.3809523809524,849.7802197802198,841.7216117216118,nan,nan
822.7838827838829,820.7692307692308,850.1831501831502,837.6923076923077,nan,nan
828.021978021978,821.5750915750916,852.1978021978023,838.0952380952381,nan,nan
827.6190476190476,818.3516483516484,850.1831501831502,835.2747252747253,nan,nan
818.7545787545788,814.3223443223443,854.2124542124542,834.8717948717949,nan,nan
810.2930402930403,817.5457875457876,855.0183150183151,835.6776556776557,nan,nan
817.5457875457876,821.5750915750916,849.3772893772895,842.1245421245421,nan,nan
817.1428571428571,815.934065934066,848.5714285714286,842.9304029304029,nan,nan
805.8608058608058,811.5018315018315,844.1391941391942,825.6043956043957,nan,nan
822.7838827838829,816.3369963369963,848.1684981684982,846.1538461538462,nan,nan
823.1868131868132,818.3516483516484,846.959706959707,840.9157509157509,nan,nan
823.5897435897436,819.1575091575091,847.7655677655678,843.3333333333334,nan,nan
819.96336996337,819.1575091575091,848.5714285714286,847.3626373626374,nan,nan
820.7692307692308,819.5604395604396,848.5714285714286,834.8717948717949,nan,nan
817.948717948718,821.5750915750916,846.959706959707,828.021978021978,nan,nan
829.6336996336996,827.2161172161173,852.1978021978023,849.3772893772895,nan,nan
830.4395604395604,824.3956043956044,852.1978021978023,838.4981684981685,nan,nan
823.1868131868132,821.978021978022,853.0036630036631,833.2600732600733,nan,nan
818.3516483516484,823.1868131868132,852.1978021978023,838.4981684981685,nan,nan
817.948717948718,821.5750915750916,851.3919413919414,833.6630036630037,nan,nan
813.1135531135532,812.3076923076924,855.0183150183151,840.9157509157509,nan,nan
811.0989010989011,812.7106227106227,852.1978021978023,838.0952380952381,nan,nan
821.1721611721612,818.3516483516484,848.5714285714286,838.4981684981685,nan,nan
819.1575091575091,815.1282051282052,851.7948717948718,849.3772893772895,nan,nan
826.4102564102565,816.3369963369963,853.8095238095239,848.1684981684982,nan,nan
824.7985347985348,817.1428571428571,851.7948717948718,844.945054945055,nan,nan
826.4102564102565,815.5311355311355,848.1684981684982,840.9157509157509,nan,nan
812.3076923076924,817.1428571428571,853.0036630036631,839.7069597069598,nan,nan
821.1721611721612,814.7252747252747,848.974358974359,834.0659340659341,nan,nan
816.3369963369963,819.96336996337,850.5860805860806,837.2893772893773,nan,nan
819.1575091575091,818.3516483516484,852.6007326007326,836.886446886447,nan,nan
819.5604395604396,822.3809523809524,851.7948717948718,849.3772893772895,nan,nan
819.5604395604396,823.5897435897436,850.989010989011,839.3040293040293,nan,nan
819.96336996337,819.1575091575091,850.1831501831502,829.6336996336996,nan,nan
821.978021978022,818.7545787545788,846.1538461538462,838.901098901099,nan,nan
819.1575091575091,817.1428571428571,848.1684981684982,835.2747252747253,nan,nan
822.3809523809524,818.7545787545788,850.1831501831502,838.4981684981685,nan,nan
817.948717948718,819.5604395604396,848.5714285714286,844.1391941391942,nan,nan
816.7399267399268,817.948717948718,851.3919413919414,844.1391941391942,nan,nan
815.934065934066,817.948717948718,851.3919413919414,838.901098901099,nan,nan
813.5164835164835,820.3663003663004,850.989010989011,837.6923076923077,nan,nan
831.2454212454213,818.7545787545788,850.1831501831502,853.4065934065934,nan,nan
828.021978021978,822.3809523809524,853.4065934065934,856.2271062271062,nan,nan
827.2161172161173,821.1721611721612,853.8095238095239,848.1684981684982,nan,nan
830.4395604395604,823.1868131868132,852.1978021978023,852.1978021978023,nan,nan
826.8131868131868,823.1868131868132,850.989010989011,845.3479853479854,nan,nan
821.1721611721612,822.3809523809524,848.5714285714286,838.901098901099,nan,nan
818.3516483516484,821.5750915750916,849.7802197802198,844.1391941391942,nan,nan
821.1721611721612,821.1721611721612,849.7802197802198,840.1098901098901,nan,nan
820.3663003663004,821.5750915750916,846.959706959707,833.6630036630037,nan,nan
818.3516483516484,821.5750915750916,846.1538461538462,836.886446886447,nan,nan
816.7399267399268,820.7692307692308,844.1391941391942,842.5274725274726,nan,nan
832.8571428571429,822.3809523809524,848.1684981684982,844.5421245421246,nan,nan
817.1428571428571,823.5897435897436,850.1831501831502,844.945054945055,nan,nan
813.1135531135532,823.1868131868132,852.1978021978023,834.8717948717949,nan,nan
821.1721611721612,826.007326007326,851.3919413919414,836.4835164835165,nan,nan
819.96336996337,824.3956043956044,849.7802197802198,845.7509157509157,nan,nan
819.5604395604396,821.5750915750916,849.3772893772895,850.989010989011,nan,nan
820.3663003663004,822.7838827838829,847.7655677655678,846.1538461538462,nan,nan
819.5604395604396,825.2014652014652,845.7509157509157,834.0659340659341,nan,nan
819.96336996337,825.6043956043957,846.5567765567765,830.4395604395604,nan,nan
819.5604395604396,823.992673992674,848.5714285714286,833.6630036630037,nan,nan
815.934065934066,822.7838827838829,850.1831501831502,840.5128205128206,nan,nan
816.3369963369963,820.7692307692308,848.974358974359,837.2893772893773,nan,nan
826.4102564102565,823.1868131868132,847.7655677655678,843.7362637362637,nan,nan
827.2161172161173,820.7692307692308,847.3626373626374,844.1391941391942,nan,nan
814.7252747252747,819.1575091575091,848.5714285714286,831.6483516483516,nan,nan
